,index,order_id,order_date,delivered_date,customer_id,customer_name,customer_age,customer_gender,customer_segment,region,state,city,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percentage,discount_amount,sales_amount,profit_margin,profit_amount,tax_rate,tax_amount,shipping_cost,shipping_method,total_amount,payment_method,delivery_time_days,order_status,rating,is_repeat_customer,order_year,order_month,order_quarter,order_day_of_week
78,78,ORD100551,2020-05-21,2020-05-22,CUST10153,Divya Gupta,57,Female,Consumer,West,Maharashtra,Mumbai,PROD5789,Milton Appliances,Kitchen,Appliances,Milton,9362.74,5,0,0.0,46813.72,0.2284,10690.64,0.18,8426.47,0.0,Express,55240.18,Debit Card,1,Delivered,4.5,No,2020,5,Q2,Thursday
79,79,ORD100690,2020-05-21,2020-05-22,CUST10106,Amit Kulkarni,28,Female,Consumer,North,Punjab,Amritsar,PROD7974,FabIndia Wall Art,Home Decor,Wall Art,FabIndia,5776.69,1,5,288.83,5487.85,0.2332,1279.85,0.12,658.54,267.29,Same Day,6413.68,EMI,1,Delivered,5.0,No,2020,5,Q2,Thursday
80,80,ORD100275,2020-05-22,,CUST10043,Rahul Desai,37,Female,Home Office,East,Odisha,Cuttack,PROD7443,UrbanLadder Wardrobes,Furniture,Wardrobes,UrbanLadder,66457.81,3,15,29906.02,169467.42,0.2451,41529.03,0.12,20336.09,0.0,Standard,189803.52,Net Banking,7,Cancelled,,No,2020,5,Q2,Friday
81,81,ORD100976,2020-05-24,2020-05-27,CUST10268,Neha Malhotra,54,Female,Consumer,South,Karnataka,Mangalore,PROD2377,WestSide Curtains,Home Decor,Curtains,WestSide,3617.43,1,5,180.87,3436.56,0.3178,1092.07,0.12,412.39,141.86,Standard,3990.8,Credit Card,3,Delivered,5.0,No,2020,5,Q2,Sunday
82,82,ORD100518,2020-05-24,,CUST10174,Rahul Chopra,36,Female,Corporate,East,West Bengal,Durgapur,PROD8643,Puma T-Shirts,Clothing,T-Shirts,Puma,2473.01,1,15,370.95,2102.06,0.3654,767.99,0.12,252.25,72.02,Standard,2426.32,Credit Card,7,Shipped,,No,2020,5,Q2,Sunday
83,83,ORD100148,2020-05-26,2020-05-29,CUST10175,Rohan Gupta,29,Male,Consumer,South,Telangana,Warangal,PROD7479,Milton Dinnerware,Kitchen,Dinnerware,Milton,3816.73,2,20,1526.69,6106.76,0.1578,963.46,0.18,1099.22,162.1,Express,7368.08,EMI,3,Delivered,,No,2020,5,Q2,Tuesday
84,84,ORD100421,2020-05-27,2020-06-02,CUST10174,Rahul Chopra,36,Female,Corporate,South,Kerala,Kochi,PROD9205,Nilkamal Study Tables,Furniture,Study Tables,Nilkamal,35112.17,2,10,7022.43,63201.9,0.1769,11179.81,0.12,7584.23,0.0,Standard,70786.13,Credit Card,6,Delivered,,No,2020,5,Q2,Wednesday
85,85,ORD100018,2020-05-31,2020-06-08,CUST10162,Aditya Iyer,33,Male,Corporate,North,Rajasthan,Udaipur,PROD3102,Milton Cutlery,Kitchen,Cutlery,Milton,11461.3,3,15,5157.58,29226.31,0.1476,4314.01,0.18,5260.74,0.0,Economy,34487.05,Net Banking,8,Delivered,4.5,No,2020,5,Q2,Sunday
86,86,ORD100300,2020-05-31,2020-05-31,CUST10183,Aditya Kulkarni,39,Male,Home Office,North,Delhi,Delhi,PROD6896,Adidas Jackets,Clothing,Jackets,Adidas,792.18,1,0,0.0,792.18,0.3261,258.35,0.12,95.06,260.9,Same Day,1148.14,Credit Card,0,Delivered,4.0,No,2020,5,Q2,Sunday
87,87,ORD100111,2020-06-02,2020-06-08,CUST10251,Divya Sharma,47,Female,Consumer,East,Bihar,Gaya,PROD4648,Levis T-Shirts,Clothing,T-Shirts,Levis,3021.18,1,30,906.35,2114.83,0.2183,461.62,0.12,253.78,103.03,Standard,2471.64,Net Banking,6,Delivered,1.0,No,2020,6,Q2,Tuesday
88,88,ORD100080,2020-06-02,2020-06-03,CUST10033,Karan Malhotra,23,Male,Home Office,South,Kerala,Kochi,PROD1699,Apple Tablets,Electronics,Tablets,Apple,2843.16,1,25,710.79,2132.37,0.0602,128.46,0.18,383.83,157.41,Express,2673.6,Debit Card,1,Delivered,3.5,No,2020,6,Q2,Tuesday
89,89,ORD100373,2020-06-07,2020-06-11,CUST10239,Divya Patel,47,Male,Consumer,West,Gujarat,Vadodara,PROD3700,Tupperware Storage,Kitchen,Storage,Tupperware,1087.86,1,10,108.79,979.08,0.1666,163.1,0.18,176.23,79.9,Standard,1235.21,Cash on Delivery,4,Delivered,3.5,No,2020,6,Q2,Sunday
90,90,ORD100606,2020-06-08,2020-06-15,CUST10150,Kavita Banerjee,52,Female,Home Office,East,Assam,Guwahati,PROD6430,WestSide Wall Art,Home Decor,Wall Art,WestSide,2337.05,5,0,0.0,11685.27,0.3488,4076.0,0.12,1402.23,118.22,Standard,13205.72,UPI,7,Delivered,4.5,No,2020,6,Q2,Monday
91,91,ORD100957,2020-06-09,2020-06-11,CUST10137,Neha Joshi,65,Male,Corporate,East,Assam,Guwahati,PROD2202,Levis T-Shirts,Clothing,T-Shirts,Levis,3055.72,1,0,0.0,3055.72,0.3519,1075.45,0.12,366.69,221.16,Express,3643.57,Credit Card,2,Delivered,5.0,No,2020,6,Q2,Tuesday
92,92,ORD100565,2020-06-10,2020-06-13,CUST10188,Priya Malhotra,27,Female,Consumer,West,Maharashtra,Pune,PROD3571,Philips Storage,Kitchen,Storage,Philips,7881.45,3,0,0.0,23644.34,0.1856,4387.49,0.18,4255.98,117.69,Standard,28018.02,Cash on Delivery,3,Delivered,5.0,No,2020,6,Q2,Wednesday
93,93,ORD100478,2020-06-11,2020-06-12,CUST10221,Aditya Chopra,38,Female,Consumer,North,Uttar Pradesh,Kanpur,PROD9422,Levis Dresses,Clothing,Dresses,Levis,2971.29,3,15,1337.08,7576.8,0.2612,1979.26,0.12,909.22,240.32,Express,8726.34,Cash on Delivery,1,Delivered,4.5,No,2020,6,Q2,Thursday
94,94,ORD100149,2020-06-12,2020-06-15,CUST10203,Meera Iyer,43,Female,Home Office,North,Delhi,Delhi,PROD1431,HomeCenter Lamps,Home Decor,Lamps,HomeCenter,7822.87,2,30,4693.72,10952.02,0.1509,1652.8,0.12,1314.24,239.74,Express,12506.0,Debit Card,3,Delivered,4.0,No,2020,6,Q2,Friday
95,95,ORD100475,2020-06-12,2020-06-17,CUST10076,Aditya Desai,49,Male,Corporate,North,Punjab,Ludhiana,PROD9436,HarperCollins Academic,Books,Academic,HarperCollins,1255.69,3,10,376.71,3390.35,0.3216,1090.18,0.12,406.84,53.37,Standard,3850.56,Credit Card,5,Delivered,4.0,No,2020,6,Q2,Friday
96,96,ORD100020,2020-06-15,2020-06-19,CUST10295,Sneha Sharma,53,Female,Consumer,East,Bihar,Gaya,PROD9159,Penguin Cooking,Books,Cooking,Penguin,1354.7,2,15,406.41,2302.98,0.336,773.84,0.12,276.36,128.81,Standard,2708.15,Debit Card,4,Delivered,4.5,No,2020,6,Q2,Monday
97,97,ORD100613,2020-06-17,2020-06-26,CUST10004,Rohan Banerjee,63,Female,Consumer,South,Kerala,Trivandrum,PROD3488,LG Cameras,Electronics,Cameras,LG,2976.96,1,0,0.0,2976.96,0.0593,176.66,0.18,535.85,47.86,Economy,3560.68,UPI,9,Delivered,2.5,No,2020,6,Q2,Wednesday
98,98,ORD100464,2020-06-20,,CUST10022,Pooja Kulkarni,59,Female,Consumer,East,Bihar,Gaya,PROD6098,UrbanLadder Chairs,Furniture,Chairs,UrbanLadder,29079.76,1,5,1453.99,27625.77,0.2358,6513.38,0.12,3315.09,0.0,Express,30940.87,Credit Card,3,Processing,,No,2020,6,Q2,Saturday
99,99,ORD100055,2020-06-23,,CUST10127,Karan Iyer,46,Female,Home Office,East,Bihar,Patna,PROD6432,Oxford Cooking,Books,Cooking,Oxford,1454.43,2,0,0.0,2908.86,0.3888,1131.0,0.12,349.06,187.08,Express,3445.01,EMI,2,Delivered,4.5,No,2020,6,Q2,Tuesday
100,100,ORD100866,2020-07-02,2020-07-03,CUST10097,Rajesh Chopra,33,Female,Consumer,North,Rajasthan,Jaipur,PROD4345,UrbanLadder Sofa Sets,Furniture,Sofa Sets,UrbanLadder,49621.26,1,0,0.0,49621.26,0.2411,11964.58,0.12,5954.55,0.0,Same Day,55575.81,Credit Card,1,Delivered,4.0,No,2020,7,Q3,Thursday
101,101,ORD100465,2020-07-04,2020-07-05,CUST10044,Meera Singh,56,Male,Consumer,South,Telangana,Hyderabad,PROD7136,Pepperfry Sofa Sets,Furniture,Sofa Sets,Pepperfry,43446.88,4,25,43446.88,130340.64,0.1627,21206.48,0.12,15640.88,0.0,Express,145981.52,UPI,1,Delivered,4.0,No,2020,7,Q3,Saturday
102,102,ORD100264,2020-07-09,,CUST10174,Rahul Chopra,36,Female,Corporate,West,Goa,Panaji,PROD9115,Hawkins Containers,Kitchen,Containers,Hawkins,7042.71,2,0,0.0,14085.42,0.2109,2970.17,0.18,2535.38,128.17,Standard,16748.97,Credit Card,5,Shipped,,No,2020,7,Q3,Thursday
103,103,ORD100583,2020-07-13,2020-07-15,CUST10065,Karan Kulkarni,26,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD8588,FabIndia Wall Art,Home Decor,Wall Art,FabIndia,3109.04,2,20,1243.62,4974.47,0.2243,1115.67,0.12,596.94,117.65,Express,5689.05,UPI,2,Delivered,2.5,No,2020,7,Q3,Monday
104,104,ORD100765,2020-07-14,,CUST10016,Anjali Desai,37,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD6835,HomeCenter Mirrors,Home Decor,Mirrors,HomeCenter,2819.71,2,30,1691.83,3947.59,0.1984,783.04,0.12,473.71,67.86,Standard,4489.17,Debit Card,6,Delivered,3.0,No,2020,7,Q3,Tuesday
105,105,ORD100346,2020-07-14,2020-07-17,CUST10270,Aditya Kulkarni,36,Female,Corporate,East,Odisha,Cuttack,PROD3797,Penguin Fiction,Books,Fiction,Penguin,612.4,3,0,0.0,1837.19,0.4709,865.15,0.12,220.46,182.75,Express,2240.4,Credit Card,3,Delivered,3.0,No,2020,7,Q3,Tuesday
106,106,ORD100412,2020-07-15,2020-07-18,CUST10226,Kavita Gupta,58,Female,Home Office,East,Odisha,Cuttack,PROD7889,H&M Jackets,Clothing,Jackets,H&M,4829.37,2,25,2414.68,7244.05,0.228,1651.44,0.12,869.29,121.09,Express,8234.42,Cash on Delivery,3,Delivered,2.5,No,2020,7,Q3,Wednesday
107,107,ORD100954,2020-07-17,2020-07-20,CUST10006,Pooja Iyer,39,Male,Consumer,North,Rajasthan,Udaipur,PROD2200,FabIndia Cushions,Home Decor,Cushions,FabIndia,5214.13,6,0,0.0,31284.76,0.2629,8223.4,0.12,3754.17,0.0,Express,35038.93,EMI,3,Delivered,3.0,No,2020,7,Q3,Friday
108,108,ORD100329,2020-07-17,2020-07-18,CUST10108,Kavita Kulkarni,29,Female,Consumer,Central,Madhya Pradesh,Indore,PROD8961,Scholastic Self-Help,Books,Self-Help,Scholastic,814.2,1,10,81.42,732.78,0.3651,267.51,0.12,87.93,338.2,Same Day,1158.91,Wallet,1,Delivered,5.0,No,2020,7,Q3,Friday
109,109,ORD100415,2020-07-17,2020-07-17,CUST10053,Meera Malhotra,35,Female,Home Office,West,Maharashtra,Nagpur,PROD2995,HomeCenter Rugs,Home Decor,Rugs,HomeCenter,3348.28,2,0,0.0,6696.55,0.2352,1575.29,0.12,803.59,237.83,Same Day,7737.96,Debit Card,0,Delivered,4.5,No,2020,7,Q3,Friday
110,110,ORD100375,2020-07-18,2020-07-19,CUST10169,Priya Verma,28,Male,Consumer,West,Goa,Panaji,PROD7260,Penguin Non-Fiction,Books,Non-Fiction,Penguin,819.04,4,0,0.0,3276.16,0.3742,1225.88,0.12,393.14,193.89,Express,3863.19,Wallet,1,Delivered,4.5,No,2020,7,Q3,Saturday
111,111,ORD100611,2020-07-20,2020-07-22,CUST10277,Neha Verma,41,Female,Corporate,Central,Chhattisgarh,Bilaspur,PROD6426,Tupperware Storage,Kitchen,Storage,Tupperware,4167.47,1,15,625.12,3542.35,0.2323,822.92,0.18,637.62,238.92,Express,4418.89,Credit Card,2,Delivered,4.5,No,2020,7,Q3,Monday
112,112,ORD100667,2020-07-20,2020-07-20,CUST10074,Rahul Chopra,49,Female,Corporate,South,Telangana,Warangal,PROD5375,Samsung Tablets,Electronics,Tablets,Samsung,1375.41,1,10,137.54,1237.87,0.0937,116.0,0.18,222.82,320.93,Same Day,1781.61,Credit Card,0,Delivered,3.0,Yes,2020,7,Q3,Monday
113,113,ORD100330,2020-07-24,2020-07-27,CUST10205,Rajesh Singh,48,Male,Consumer,South,Karnataka,Mangalore,PROD5072,Dell Headphones,Electronics,Headphones,Dell,1293.76,2,15,388.13,2199.39,0.0708,155.66,0.18,395.89,60.67,Standard,2655.96,Wallet,3,Delivered,4.5,No,2020,7,Q3,Friday
114,114,ORD100982,2020-07-25,2020-07-29,CUST10280,Arjun Verma,36,Female,Home Office,Central,Madhya Pradesh,Gwalior,PROD5723,Sony Tablets,Electronics,Tablets,Sony,1817.44,1,5,90.87,1726.57,0.0478,82.48,0.18,310.78,115.36,Standard,2152.71,Cash on Delivery,4,Delivered,3.0,No,2020,7,Q3,Saturday
115,115,ORD100287,2020-07-26,2020-08-02,CUST10284,Vikram Banerjee,62,Male,Consumer,South,Telangana,Warangal,PROD3332,FabIndia Wall Art,Home Decor,Wall Art,FabIndia,4045.4,8,20,6472.64,25890.56,0.2245,5812.54,0.12,3106.87,0.0,Standard,28997.42,Net Banking,7,Delivered,1.0,No,2020,7,Q3,Sunday
116,116,ORD100499,2020-07-26,2020-07-27,CUST10175,Rohan Gupta,29,Male,Consumer,East,Odisha,Cuttack,PROD3200,H&M T-Shirts,Clothing,T-Shirts,H&M,4474.74,1,30,1342.42,3132.32,0.2869,898.68,0.12,375.88,264.82,Same Day,3773.01,Wallet,1,Delivered,4.0,No,2020,7,Q3,Sunday
117,117,ORD100900,2020-07-27,,CUST10104,Rahul Malhotra,48,Male,Home Office,North,Rajasthan,Jaipur,PROD8875,Zara Jackets,Clothing,Jackets,Zara,2937.86,2,0,0.0,5875.72,0.3997,2348.45,0.12,705.09,50.75,Standard,6631.55,UPI,4,Shipped,,No,2020,7,Q3,Monday
118,118,ORD100143,2020-08-06,2020-08-06,CUST10040,Kavita Singh,26,Female,Consumer,West,Goa,Panaji,PROD7081,Oxford Fiction,Books,Fiction,Oxford,1005.87,2,30,603.52,1408.21,0.3392,477.65,0.12,168.99,333.2,Same Day,1910.4,Cash on Delivery,0,Delivered,2.5,Yes,2020,8,Q3,Thursday
119,119,ORD100052,2020-08-07,,CUST10003,Kavita Desai,60,Male,Consumer,West,Gujarat,Vadodara,PROD6484,Hometown Curtains,Home Decor,Curtains,Hometown,4589.85,4,15,2753.91,15605.5,0.2458,3835.6,0.12,1872.66,106.35,Standard,17584.52,EMI,6,Cancelled,,No,2020,8,Q3,Friday
120,120,ORD100885,2020-08-10,2020-08-16,CUST10261,Sneha Banerjee,26,Female,Home Office,East,Assam,Dibrugarh,PROD6131,Pepperfry Dining Tables,Furniture,Dining Tables,Pepperfry,74535.27,4,5,14907.05,283234.03,0.206,58353.35,0.12,33988.08,0.0,Standard,317222.11,Debit Card,6,Delivered,5.0,No,2020,8,Q3,Monday
121,121,ORD100735,2020-08-16,,CUST10071,Arjun Patel,28,Male,Consumer,South,Tamil Nadu,Madurai,PROD2390,Hometown Curtains,Home Decor,Curtains,Hometown,4781.13,5,5,1195.28,22710.35,0.2194,4982.53,0.12,2725.24,201.78,Express,25637.37,Cash on Delivery,1,Shipped,,No,2020,8,Q3,Sunday
122,122,ORD100723,2020-08-19,2020-08-26,CUST10127,Karan Iyer,46,Female,Home Office,East,Bihar,Patna,PROD4811,Prestige Storage,Kitchen,Storage,Prestige,3087.13,3,25,2315.35,6946.05,0.1458,1012.86,0.18,1250.29,34.72,Economy,8231.05,Debit Card,7,Delivered,4.0,No,2020,8,Q3,Wednesday
123,123,ORD100992,2020-08-20,2020-08-22,CUST10158,Divya Kumar,41,Male,Consumer,North,Rajasthan,Jodhpur,PROD3604,Levis Accessories,Clothing,Accessories,Levis,1485.45,2,20,594.18,2376.72,0.2555,607.24,0.12,285.21,178.0,Express,2839.93,Debit Card,2,Delivered,3.5,No,2020,8,Q3,Thursday
124,124,ORD100233,2020-08-21,2020-08-22,CUST10213,Priya Verma,26,Male,Consumer,West,Maharashtra,Mumbai,PROD6705,Nilkamal Sofa Sets,Furniture,Sofa Sets,Nilkamal,31991.16,1,30,9597.35,22393.81,0.2007,4495.27,0.12,2687.26,151.31,Express,25232.37,Debit Card,1,Delivered,4.5,No,2020,8,Q3,Friday
125,125,ORD100125,2020-08-22,2020-08-26,CUST10290,Arjun Singh,54,Male,Consumer,North,Rajasthan,Jodhpur,PROD2103,Scholastic Fiction,Books,Fiction,Scholastic,524.89,1,10,52.49,472.4,0.4435,209.49,0.12,56.69,113.84,Standard,642.94,Cash on Delivery,4,Delivered,4.5,No,2020,8,Q3,Saturday
126,126,ORD100193,2020-08-22,2020-08-25,CUST10237,Neha Banerjee,43,Male,Consumer,East,West Bengal,Durgapur,PROD2140,Nilkamal Beds,Furniture,Beds,Nilkamal,54065.96,3,10,16219.79,145978.08,0.2505,36574.15,0.12,17517.37,0.0,Standard,163495.45,Cash on Delivery,3,Delivered,5.0,No,2020,8,Q3,Saturday
127,127,ORD100675,2020-08-23,2020-08-26,CUST10263,Kavita Verma,24,Female,Consumer,South,Telangana,Warangal,PROD8366,Samsung Tablets,Electronics,Tablets,Samsung,2890.37,1,20,578.07,2312.3,0.073,168.71,0.18,416.21,202.11,Express,2930.62,Net Banking,3,Delivered,4.5,No,2020,8,Q3,Sunday
128,128,ORD100644,2020-08-24,2020-08-27,CUST10064,Rajesh Kumar,64,Female,Consumer,North,Uttar Pradesh,Kanpur,PROD8853,Prestige Cutlery,Kitchen,Cutlery,Prestige,5371.05,2,15,1611.31,9130.78,0.2177,1988.19,0.18,1643.54,59.78,Standard,10834.1,Credit Card,3,Delivered,4.5,No,2020,8,Q3,Monday
129,129,ORD100702,2020-08-24,2020-08-30,CUST10060,Rahul Chopra,37,Female,Consumer,West,Gujarat,Surat,PROD2886,Prestige Appliances,Kitchen,Appliances,Prestige,8032.55,3,0,0.0,24097.65,0.1647,3967.73,0.18,4337.58,54.25,Standard,28489.47,EMI,6,Delivered,4.0,No,2020,8,Q3,Monday
130,130,ORD100123,2020-08-30,2020-09-05,CUST10273,Vikram Chopra,52,Male,Home Office,North,Delhi,Dwarka,PROD6860,Penguin Fiction,Books,Fiction,Penguin,1405.46,1,20,281.09,1124.37,0.3162,355.48,0.12,134.92,124.18,Standard,1383.47,EMI,6,Delivered,3.0,No,2020,8,Q3,Sunday
131,131,ORD100761,2020-08-30,2020-09-06,CUST10178,Sneha Malhotra,41,Female,Home Office,South,Karnataka,Bangalore,PROD2055,WestSide Wall Art,Home Decor,Wall Art,WestSide,1183.08,1,15,177.46,1005.62,0.182,182.98,0.12,120.67,111.93,Standard,1238.23,Debit Card,7,Delivered,5.0,No,2020,8,Q3,Sunday
132,132,ORD100612,2020-08-30,,CUST10249,Priya Banerjee,45,Male,Home Office,West,Gujarat,Vadodara,PROD4852,Nilkamal Wardrobes,Furniture,Wardrobes,Nilkamal,30058.0,2,0,0.0,60116.01,0.1991,11969.28,0.12,7213.92,0.0,Standard,67329.93,Credit Card,6,Shipped,,No,2020,8,Q3,Sunday
133,133,ORD100999,2020-08-30,2020-08-31,CUST10067,Arjun Kumar,44,Male,Corporate,South,Kerala,Kochi,PROD7350,HarperCollins Self-Help,Books,Self-Help,HarperCollins,918.26,4,0,0.0,3673.05,0.4858,1784.34,0.12,440.77,165.5,Express,4279.32,Credit Card,1,Delivered,4.0,No,2020,8,Q3,Sunday
134,134,ORD100895,2020-08-30,2020-09-09,CUST10186,Sneha Joshi,32,Female,Corporate,South,Karnataka,Mysore,PROD7661,Apple Cameras,Electronics,Cameras,Apple,2714.55,4,5,542.91,10315.3,0.0478,493.0,0.18,1856.75,77.75,Economy,12249.8,Net Banking,10,Delivered,3.0,No,2020,8,Q3,Sunday
135,135,ORD100281,2020-08-31,,CUST10209,Aditya Sharma,31,Female,Consumer,North,Delhi,New Delhi,PROD9565,Penguin Academic,Books,Academic,Penguin,398.3,1,30,119.49,278.81,0.2768,77.19,0.12,33.46,127.03,Standard,439.3,Debit Card,5,Shipped,,No,2020,8,Q3,Monday
136,136,ORD100340,2020-09-02,2020-09-05,CUST10062,Rahul Gupta,64,Female,Corporate,West,Goa,Panaji,PROD8856,Sony Headphones,Electronics,Headphones,Sony,1038.06,3,20,622.83,2491.34,0.0501,124.92,0.18,448.44,110.91,Standard,3050.68,Credit Card,3,Delivered,4.5,No,2020,9,Q3,Wednesday
137,137,ORD100286,2020-09-04,2020-09-07,CUST10026,Rahul Gupta,46,Female,Consumer,South,Tamil Nadu,Madurai,PROD9333,Oxford Non-Fiction,Books,Non-Fiction,Oxford,1177.11,1,0,0.0,1177.11,0.3591,422.69,0.12,141.25,84.78,Standard,1403.14,EMI,3,Delivered,5.0,No,2020,9,Q3,Friday
138,138,ORD100398,2020-09-05,,CUST10191,Divya Verma,53,Female,Home Office,Central,Madhya Pradesh,Bhopal,PROD3273,UrbanLadder Sofa Sets,Furniture,Sofa Sets,UrbanLadder,16095.45,1,15,2414.32,13681.13,0.1974,2701.2,0.12,1641.74,61.03,Standard,15383.89,Wallet,3,Processing,,Yes,2020,9,Q3,Saturday
139,139,ORD100687,2020-09-06,2020-09-09,CUST10268,Neha Malhotra,54,Female,Consumer,West,Goa,Panaji,PROD8831,HarperCollins Cooking,Books,Cooking,HarperCollins,207.74,1,0,0.0,207.74,0.4271,88.74,0.12,24.93,160.33,Express,393.0,Net Banking,3,Delivered,5.0,No,2020,9,Q3,Sunday
140,140,ORD100787,2020-09-06,,CUST10177,Priya Kumar,41,Female,Consumer,East,Bihar,Gaya,PROD4055,UrbanLadder Chairs,Furniture,Chairs,UrbanLadder,52322.24,2,10,10464.45,94180.03,0.1886,17760.67,0.12,11301.6,0.0,Standard,105481.63,Wallet,5,Cancelled,,No,2020,9,Q3,Sunday
141,141,ORD100282,2020-09-07,2020-09-09,CUST10280,Arjun Verma,36,Female,Home Office,East,West Bengal,Kolkata,PROD8411,WestSide Rugs,Home Decor,Rugs,WestSide,9051.73,3,10,2715.52,24439.67,0.2772,6774.79,0.12,2932.76,175.71,Express,27548.14,Credit Card,2,Delivered,5.0,No,2020,9,Q3,Monday
142,142,ORD100482,2020-09-09,,CUST10111,Meera Malhotra,38,Male,Consumer,South,Karnataka,Mangalore,PROD7571,Adidas Jeans,Clothing,Jeans,Adidas,3019.31,1,0,0.0,3019.31,0.4351,1313.61,0.12,362.32,124.75,Standard,3506.38,Debit Card,5,Delivered,4.5,No,2020,9,Q3,Wednesday
143,143,ORD100378,2020-09-10,2020-09-13,CUST10291,Pooja Patel,40,Female,Consumer,West,Maharashtra,Pune,PROD3113,H&M Jackets,Clothing,Jackets,H&M,2538.64,2,15,761.59,4315.69,0.295,1273.08,0.12,517.88,85.45,Standard,4919.03,EMI,3,Delivered,4.5,No,2020,9,Q3,Thursday
144,144,ORD100857,2020-09-11,2020-09-14,CUST10019,Arjun Patel,35,Female,Consumer,South,Karnataka,Bangalore,PROD5326,HomeCenter Cushions,Home Decor,Cushions,HomeCenter,1854.74,2,10,370.95,3338.54,0.306,1021.73,0.12,400.62,195.06,Express,3934.23,UPI,3,Delivered,4.0,No,2020,9,Q3,Friday
145,145,ORD100437,2020-09-13,,CUST10275,Vikram Desai,25,Female,Consumer,South,Kerala,Calicut,PROD5264,HarperCollins Cooking,Books,Cooking,HarperCollins,1233.61,1,0,0.0,1233.61,0.4113,507.35,0.12,148.03,174.13,Express,1555.78,Credit Card,1,Shipped,,No,2020,9,Q3,Sunday
146,146,ORD100015,2020-09-15,2020-09-21,CUST10187,Meera Reddy,64,Female,Consumer,East,Assam,Guwahati,PROD7077,Oxford Non-Fiction,Books,Non-Fiction,Oxford,682.62,3,10,204.79,1843.07,0.3865,712.3,0.12,221.17,111.45,Standard,2175.69,Credit Card,6,Delivered,5.0,No,2020,9,Q3,Tuesday
147,147,ORD100772,2020-09-17,2020-09-23,CUST10052,Amit Patel,37,Male,Home Office,South,Telangana,Hyderabad,PROD2532,Sony Smartphones,Electronics,Smartphones,Sony,1427.41,4,10,570.96,5138.67,0.0699,359.4,0.18,924.96,148.28,Standard,6211.91,Cash on Delivery,6,Delivered,3.5,No,2020,9,Q3,Thursday
148,148,ORD100905,2020-09-23,2020-09-29,CUST10233,Aditya Sharma,59,Female,Consumer,South,Tamil Nadu,Chennai,PROD3412,Hawkins Appliances,Kitchen,Appliances,Hawkins,6474.03,1,0,0.0,6474.03,0.2104,1362.28,0.18,1165.33,137.57,Standard,7776.93,Debit Card,6,Delivered,5.0,No,2020,9,Q3,Wednesday
149,149,ORD100872,2020-09-24,,CUST10153,Divya Gupta,57,Female,Consumer,North,Delhi,New Delhi,PROD4303,Local Publishers Cooking,Books,Cooking,Local Publishers,709.95,6,15,638.95,3620.74,0.4038,1462.0,0.12,434.49,141.79,Express,4197.02,Cash on Delivery,2,Cancelled,,No,2020,9,Q3,Thursday
150,150,ORD100070,2020-09-27,2020-10-04,CUST10198,Meera Singh,51,Male,Home Office,Central,Chhattisgarh,Bilaspur,PROD8717,HarperCollins Cooking,Books,Cooking,HarperCollins,1439.79,3,0,0.0,4319.37,0.3601,1555.53,0.12,518.32,44.38,Standard,4882.07,Net Banking,7,Delivered,4.5,No,2020,9,Q3,Sunday
151,151,ORD100951,2020-09-28,2020-10-02,CUST10276,Sneha Gupta,44,Female,Corporate,West,Goa,Margao,PROD3617,Milton Storage,Kitchen,Storage,Milton,9751.76,3,15,4388.29,24867.0,0.1603,3986.23,0.18,4476.06,108.32,Standard,29451.38,Credit Card,4,Delivered,4.0,Yes,2020,9,Q3,Monday
152,152,ORD100116,2020-09-28,2020-10-01,CUST10091,Karan Gupta,60,Male,Corporate,Central,Chhattisgarh,Raipur,PROD7839,H&M Shoes,Clothing,Shoes,H&M,3565.67,4,20,2852.54,11410.15,0.3453,3939.89,0.12,1369.22,41.4,Standard,12820.77,Credit Card,3,Delivered,4.0,No,2020,9,Q3,Monday
153,153,ORD100654,2020-10-01,2020-10-07,CUST10031,Neha Joshi,62,Male,Consumer,East,West Bengal,Durgapur,PROD5773,Prestige Containers,Kitchen,Containers,Prestige,3408.1,5,10,1704.05,15336.43,0.2245,3443.19,0.18,2760.56,131.14,Standard,18228.13,Wallet,6,Delivered,5.0,No,2020,10,Q4,Thursday
154,154,ORD100894,2020-10-03,2020-10-09,CUST10109,Aditya Chopra,55,Female,Consumer,West,Maharashtra,Mumbai,PROD1623,Sony Smartwatches,Electronics,Smartwatches,Sony,2430.22,1,15,364.53,2065.69,0.0653,134.8,0.18,371.82,90.15,Standard,2527.66,Net Banking,6,Delivered,3.5,No,2020,10,Q4,Saturday
155,155,ORD100639,2020-10-04,2020-10-11,CUST10109,Aditya Chopra,55,Female,Consumer,South,Telangana,Hyderabad,PROD7703,Apple Tablets,Electronics,Tablets,Apple,623.75,1,20,124.75,499.0,0.0652,32.53,0.18,89.82,77.49,Standard,666.31,Wallet,7,Delivered,4.0,No,2020,10,Q4,Sunday
156,156,ORD100456,2020-10-04,2020-10-07,CUST10084,Anjali Nair,28,Female,Consumer,Central,Chhattisgarh,Raipur,PROD3463,Adidas Jackets,Clothing,Jackets,Adidas,2669.17,10,0,0.0,26691.71,0.4052,10816.01,0.12,3203.01,0.0,Standard,29894.72,Credit Card,3,Delivered,4.0,Yes,2020,10,Q4,Sunday
